 [2026-03-31 21:50:34] iteration        1/     100 | consumed samples:            1 | elapsed time per iteration (ms): 3121.2 | learning rate: 2.999334E-04 | global batch size:     1 | lm loss: 1.213313E+01 | loss scale: 1.0 | grad norm: 18.263 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       12/     100 | consumed samples:           12 | elapsed time per iteration (ms): 222.9 | learning rate: 2.905198E-04 | global batch size:     1 | lm loss: 1.214185E+01 | loss scale: 1.0 | grad norm: 45.438 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       13/     100 | consumed samples:           13 | elapsed time per iteration (ms): 221.7 | learning rate: 2.888969E-04 | global batch size:     1 | lm loss: 1.149747E+01 | loss scale: 1.0 | grad norm: 0.710 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       14/     100 | consumed samples:           14 | elapsed time per iteration (ms): 222.2 | learning rate: 2.871517E-04 | global batch size:     1 | lm loss: 1.118242E+01 | loss scale: 1.0 | grad norm: 1036.899 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       15/     100 | consumed samples:           15 | elapsed time per iteration (ms): 222.2 | learning rate: 2.852859E-04 | global batch size:     1 | lm loss: 1.109066E+01 | loss scale: 1.0 | grad norm: 1.340 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       16/     100 | consumed samples:           16 | elapsed time per iteration (ms): 222.1 | learning rate: 2.833014E-04 | global batch size:     1 | lm loss: 1.101971E+01 | loss scale: 1.0 | grad norm: 0.692 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       17/     100 | consumed samples:           17 | elapsed time per iteration (ms): 226.9 | learning rate: 2.812002E-04 | global batch size:     1 | lm loss: 1.032057E+01 | loss scale: 1.0 | grad norm: 0.686 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       18/     100 | consumed samples:           18 | elapsed time per iteration (ms): 223.5 | learning rate: 2.789843E-04 | global batch size:     1 | lm loss: 1.055999E+01 | loss scale: 1.0 | grad norm: 0.672 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       19/     100 | consumed samples:           19 | elapsed time per iteration (ms): 225.2 | learning rate: 2.766559E-04 | global batch size:     1 | lm loss: 9.829865E+00 | loss scale: 1.0 | grad norm: 0.772 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       20/     100 | consumed samples:           20 | elapsed time per iteration (ms): 224.2 | learning rate: 2.742173E-04 | global batch size:     1 | lm loss: 9.717014E+00 | loss scale: 1.0 | grad norm: 0.653 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       21/     100 | consumed samples:           21 | elapsed time per iteration (ms): 223.6 | learning rate: 2.716709E-04 | global batch size:     1 | lm loss: 9.484733E+00 | loss scale: 1.0 | grad norm: 0.743 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       22/     100 | consumed samples:           22 | elapsed time per iteration (ms): 222.5 | learning rate: 2.690193E-04 | global batch size:     1 | lm loss: 9.311033E+00 | loss scale: 1.0 | grad norm: 0.834 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       23/     100 | consumed samples:           23 | elapsed time per iteration (ms): 221.9 | learning rate: 2.662650E-04 | global batch size:     1 | lm loss: 9.297337E+00 | loss scale: 1.0 | grad norm: 0.576 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       24/     100 | consumed samples:           24 | elapsed time per iteration (ms): 223.2 | learning rate: 2.634108E-04 | global batch size:     1 | lm loss: 1.004765E+01 | loss scale: 1.0 | grad norm: 0.748 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       25/     100 | consumed samples:           25 | elapsed time per iteration (ms): 223.5 | learning rate: 2.604594E-04 | global batch size:     1 | lm loss: 9.597247E+00 | loss scale: 1.0 | grad norm: 0.628 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       26/     100 | consumed samples:           26 | elapsed time per iteration (ms): 221.1 | learning rate: 2.574139E-04 | global batch size:     1 | lm loss: 9.896039E+00 | loss scale: 1.0 | grad norm: 0.612 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       27/     100 | consumed samples:           27 | elapsed time per iteration (ms): 223.3 | learning rate: 2.542771E-04 | global batch size:     1 | lm loss: 1.011869E+01 | loss scale: 1.0 | grad norm: 0.649 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       28/     100 | consumed samples:           28 | elapsed time per iteration (ms): 222.2 | learning rate: 2.510522E-04 | global batch size:     1 | lm loss: 1.027377E+01 | loss scale: 1.0 | grad norm: 0.640 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       29/     100 | consumed samples:           29 | elapsed time per iteration (ms): 224.2 | learning rate: 2.477425E-04 | global batch size:     1 | lm loss: 8.322138E+00 | loss scale: 1.0 | grad norm: 0.557 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       30/     100 | consumed samples:           30 | elapsed time per iteration (ms): 222.3 | learning rate: 2.443510E-04 | global batch size:     1 | lm loss: 9.249062E+00 | loss scale: 1.0 | grad norm: 0.650 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       31/     100 | consumed samples:           31 | elapsed time per iteration (ms): 224.2 | learning rate: 2.408813E-04 | global batch size:     1 | lm loss: 8.873259E+00 | loss scale: 1.0 | grad norm: 0.593 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       32/     100 | consumed samples:           32 | elapsed time per iteration (ms): 221.8 | learning rate: 2.373366E-04 | global batch size:     1 | lm loss: 8.393385E+00 | loss scale: 1.0 | grad norm: 0.442 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       33/     100 | consumed samples:           33 | elapsed time per iteration (ms): 223.9 | learning rate: 2.337206E-04 | global batch size:     1 | lm loss: 8.842065E+00 | loss scale: 1.0 | grad norm: 0.601 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       34/     100 | consumed samples:           34 | elapsed time per iteration (ms): 223.7 | learning rate: 2.300367E-04 | global batch size:     1 | lm loss: 9.115536E+00 | loss scale: 1.0 | grad norm: 0.640 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       35/     100 | consumed samples:           35 | elapsed time per iteration (ms): 222.8 | learning rate: 2.262887E-04 | global batch size:     1 | lm loss: 8.099846E+00 | loss scale: 1.0 | grad norm: 0.412 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       36/     100 | consumed samples:           36 | elapsed time per iteration (ms): 223.4 | learning rate: 2.224802E-04 | global batch size:     1 | lm loss: 8.861139E+00 | loss scale: 1.0 | grad norm: 0.603 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       37/     100 | consumed samples:           37 | elapsed time per iteration (ms): 222.5 | learning rate: 2.186150E-04 | global batch size:     1 | lm loss: 8.024033E+00 | loss scale: 1.0 | grad norm: 0.450 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       38/     100 | consumed samples:           38 | elapsed time per iteration (ms): 221.8 | learning rate: 2.146968E-04 | global batch size:     1 | lm loss: 9.124831E+00 | loss scale: 1.0 | grad norm: 0.668 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       39/     100 | consumed samples:           39 | elapsed time per iteration (ms): 225.3 | learning rate: 2.107296E-04 | global batch size:     1 | lm loss: 8.046251E+00 | loss scale: 1.0 | grad norm: 0.596 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:43] iteration       40/     100 | consumed samples:           40 | elapsed time per iteration (ms): 227.2 | learning rate: 2.067173E-04 | global batch size:     1 | lm loss: 8.397766E+00 | loss scale: 1.0 | grad norm: 0.707 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:43] iteration       41/     100 | consumed samples:           41 | elapsed time per iteration (ms): 227.2 | learning rate: 2.026638E-04 | global batch size:     1 | lm loss: 8.170167E+00 | loss scale: 1.0 | grad norm: 0.395 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:43] iteration       42/     100 | consumed samples:           42 | elapsed time per iteration (ms): 225.2 | learning rate: 1.985731E-04 | global batch size:     1 | lm loss: 8.052559E+00 | loss scale: 1.0 | grad norm: 0.682 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:43] iteration       43/     100 | consumed samples:           43 | elapsed time per iteration (ms): 226.5 | learning rate: 1.944493E-04 | global batch size:     1 | lm loss: 8.124693E+00 | loss scale: 1.0 | grad norm: 0.377 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:43] iteration       44/     100 | consumed samples:           44 | elapsed time per iteration (ms): 224.3 | learning rate: 1.902965E-04 | global batch size:     1 | lm loss: 8.317123E+00 | loss scale: 1.0 | grad norm: 0.492 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:44] iteration       45/     100 | consumed samples:           45 | elapsed time per iteration (ms): 223.3 | learning rate: 1.861186E-04 | global batch size:     1 | lm loss: 7.984429E+00 | loss scale: 1.0 | grad norm: 0.649 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:44] iteration       46/     100 | consumed samples:           46 | elapsed time per iteration (ms): 224.1 | learning rate: 1.819200E-04 | global batch size:     1 | lm loss: 1.025498E+01 | loss scale: 1.0 | grad norm: 0.782 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:44] iteration       47/     100 | consumed samples:           47 | elapsed time per iteration (ms): 222.3 | learning rate: 1.777046E-04 | global batch size:     1 | lm loss: 7.919537E+00 | loss scale: 1.0 | grad norm: 0.554 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:44] iteration       48/     100 | consumed samples:           48 | elapsed time per iteration (ms): 223.9 | learning rate: 1.734767E-04 | global batch size:     1 | lm loss: 7.884943E+00 | loss scale: 1.0 | grad norm: 0.589 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:45] iteration       49/     100 | consumed samples:           49 | elapsed time per iteration (ms): 224.0 | learning rate: 1.692404E-04 | global batch size:     1 | lm loss: 7.931781E+00 | loss scale: 1.0 | grad norm: 0.457 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:45] iteration       50/     100 | consumed samples:           50 | elapsed time per iteration (ms): 223.1 | learning rate: 1.650000E-04 | global batch size:     1 | lm loss: 8.059855E+00 | loss scale: 1.0 | grad norm: 0.614 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:45] iteration       51/     100 | consumed samples:           51 | elapsed time per iteration (ms): 223.1 | learning rate: 1.607595E-04 | global batch size:     1 | lm loss: 7.932575E+00 | loss scale: 1.0 | grad norm: 0.417 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:45] iteration       52/     100 | consumed samples:           52 | elapsed time per iteration (ms): 223.6 | learning rate: 1.565233E-04 | global batch size:     1 | lm loss: 7.768882E+00 | loss scale: 1.0 | grad norm: 0.633 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:45] iteration       53/     100 | consumed samples:           53 | elapsed time per iteration (ms): 223.7 | learning rate: 1.522954E-04 | global batch size:     1 | lm loss: 7.734286E+00 | loss scale: 1.0 | grad norm: 0.537 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:46] iteration       54/     100 | consumed samples:           54 | elapsed time per iteration (ms): 223.4 | learning rate: 1.480800E-04 | global batch size:     1 | lm loss: 8.653296E+00 | loss scale: 1.0 | grad norm: 0.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:46] iteration       55/     100 | consumed samples:           55 | elapsed time per iteration (ms): 224.7 | learning rate: 1.438813E-04 | global batch size:     1 | lm loss: 8.933265E+00 | loss scale: 1.0 | grad norm: 0.682 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:46] iteration       56/     100 | consumed samples:           56 | elapsed time per iteration (ms): 224.8 | learning rate: 1.397035E-04 | global batch size:     1 | lm loss: 8.296000E+00 | loss scale: 1.0 | grad norm: 0.524 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:46] iteration       57/     100 | consumed samples:           57 | elapsed time per iteration (ms): 224.7 | learning rate: 1.355507E-04 | global batch size:     1 | lm loss: 8.411945E+00 | loss scale: 1.0 | grad norm: 0.612 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:47] iteration       58/     100 | consumed samples:           58 | elapsed time per iteration (ms): 226.9 | learning rate: 1.314269E-04 | global batch size:     1 | lm loss: 9.080582E+00 | loss scale: 1.0 | grad norm: 0.805 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:47] iteration       59/     100 | consumed samples:           59 | elapsed time per iteration (ms): 224.4 | learning rate: 1.273362E-04 | global batch size:     1 | lm loss: 8.374487E+00 | loss scale: 1.0 | grad norm: 0.563 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:47] iteration       60/     100 | consumed samples:           60 | elapsed time per iteration (ms): 216.8 | learning rate: 1.232827E-04 | global batch size:     1 | lm loss: 8.102783E+00 | loss scale: 1.0 | grad norm: 0.391 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:47] iteration       61/     100 | consumed samples:           61 | elapsed time per iteration (ms): 215.6 | learning rate: 1.192704E-04 | global batch size:     1 | lm loss: 7.883465E+00 | loss scale: 1.0 | grad norm: 0.420 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:47] iteration       62/     100 | consumed samples:           62 | elapsed time per iteration (ms): 216.5 | learning rate: 1.153032E-04 | global batch size:     1 | lm loss: 7.988638E+00 | loss scale: 1.0 | grad norm: 0.418 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:48] iteration       63/     100 | consumed samples:           63 | elapsed time per iteration (ms): 217.7 | learning rate: 1.113850E-04 | global batch size:     1 | lm loss: 8.179338E+00 | loss scale: 1.0 | grad norm: 0.463 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:48] iteration       64/     100 | consumed samples:           64 | elapsed time per iteration (ms): 217.0 | learning rate: 1.075198E-04 | global batch size:     1 | lm loss: 7.893972E+00 | loss scale: 1.0 | grad norm: 0.537 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:48] iteration       65/     100 | consumed samples:           65 | elapsed time per iteration (ms): 217.5 | learning rate: 1.037113E-04 | global batch size:     1 | lm loss: 7.799155E+00 | loss scale: 1.0 | grad norm: 0.409 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:48] iteration       66/     100 | consumed samples:           66 | elapsed time per iteration (ms): 215.0 | learning rate: 9.996325E-05 | global batch size:     1 | lm loss: 8.706797E+00 | loss scale: 1.0 | grad norm: 0.728 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:49] iteration       67/     100 | consumed samples:           67 | elapsed time per iteration (ms): 217.5 | learning rate: 9.627941E-05 | global batch size:     1 | lm loss: 9.420171E+00 | loss scale: 1.0 | grad norm: 0.691 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:49] iteration       68/     100 | consumed samples:           68 | elapsed time per iteration (ms): 221.9 | learning rate: 9.266338E-05 | global batch size:     1 | lm loss: 8.032064E+00 | loss scale: 1.0 | grad norm: 0.359 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:49] iteration       69/     100 | consumed samples:           69 | elapsed time per iteration (ms): 217.6 | learning rate: 8.911874E-05 | global batch size:     1 | lm loss: 7.712106E+00 | loss scale: 1.0 | grad norm: 0.545 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:49] iteration       70/     100 | consumed samples:           70 | elapsed time per iteration (ms): 216.1 | learning rate: 8.564899E-05 | global batch size:     1 | lm loss: 8.196311E+00 | loss scale: 1.0 | grad norm: 0.497 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:49] iteration       71/     100 | consumed samples:           71 | elapsed time per iteration (ms): 214.9 | learning rate: 8.225755E-05 | global batch size:     1 | lm loss: 8.064919E+00 | loss scale: 1.0 | grad norm: 0.381 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:50] iteration       72/     100 | consumed samples:           72 | elapsed time per iteration (ms): 215.8 | learning rate: 7.894776E-05 | global batch size:     1 | lm loss: 7.757277E+00 | loss scale: 1.0 | grad norm: 0.527 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:50] iteration       73/     100 | consumed samples:           73 | elapsed time per iteration (ms): 215.7 | learning rate: 7.572290E-05 | global batch size:     1 | lm loss: 8.137158E+00 | loss scale: 1.0 | grad norm: 0.430 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:50] iteration       74/     100 | consumed samples:           74 | elapsed time per iteration (ms): 215.4 | learning rate: 7.258614E-05 | global batch size:     1 | lm loss: 8.131304E+00 | loss scale: 1.0 | grad norm: 0.367 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:50] iteration       75/     100 | consumed samples:           75 | elapsed time per iteration (ms): 214.8 | learning rate: 6.954058E-05 | global batch size:     1 | lm loss: 8.379555E+00 | loss scale: 1.0 | grad norm: 0.479 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:50] iteration       76/     100 | consumed samples:           76 | elapsed time per iteration (ms): 215.2 | learning rate: 6.658924E-05 | global batch size:     1 | lm loss: 7.990982E+00 | loss scale: 1.0 | grad norm: 0.461 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:51] iteration       77/     100 | consumed samples:           77 | elapsed time per iteration (ms): 215.1 | learning rate: 6.373500E-05 | global batch size:     1 | lm loss: 7.927001E+00 | loss scale: 1.0 | grad norm: 0.408 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:51] iteration       78/     100 | consumed samples:           78 | elapsed time per iteration (ms): 218.8 | learning rate: 6.098071E-05 | global batch size:     1 | lm loss: 8.680785E+00 | loss scale: 1.0 | grad norm: 0.454 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:51] iteration       79/     100 | consumed samples:           79 | elapsed time per iteration (ms): 217.3 | learning rate: 5.832907E-05 | global batch size:     1 | lm loss: 7.995302E+00 | loss scale: 1.0 | grad norm: 0.431 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:51] iteration       80/     100 | consumed samples:           80 | elapsed time per iteration (ms): 215.8 | learning rate: 5.578270E-05 | global batch size:     1 | lm loss: 8.043516E+00 | loss scale: 1.0 | grad norm: 0.380 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:52] iteration       81/     100 | consumed samples:           81 | elapsed time per iteration (ms): 215.6 | learning rate: 5.334412E-05 | global batch size:     1 | lm loss: 7.719389E+00 | loss scale: 1.0 | grad norm: 0.646 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:52] iteration       82/     100 | consumed samples:           82 | elapsed time per iteration (ms): 216.7 | learning rate: 5.101573E-05 | global batch size:     1 | lm loss: 8.093549E+00 | loss scale: 1.0 | grad norm: 0.426 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:52] iteration       83/     100 | consumed samples:           83 | elapsed time per iteration (ms): 215.0 | learning rate: 4.879983E-05 | global batch size:     1 | lm loss: 8.012641E+00 | loss scale: 1.0 | grad norm: 0.401 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:52] iteration       84/     100 | consumed samples:           84 | elapsed time per iteration (ms): 215.5 | learning rate: 4.669860E-05 | global batch size:     1 | lm loss: 8.754461E+00 | loss scale: 1.0 | grad norm: 0.479 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:52] iteration       85/     100 | consumed samples:           85 | elapsed time per iteration (ms): 216.4 | learning rate: 4.471412E-05 | global batch size:     1 | lm loss: 8.906931E+00 | loss scale: 1.0 | grad norm: 0.738 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:53] iteration       86/     100 | consumed samples:           86 | elapsed time per iteration (ms): 217.7 | learning rate: 4.284835E-05 | global batch size:     1 | lm loss: 7.986068E+00 | loss scale: 1.0 | grad norm: 0.323 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:53] iteration       87/     100 | consumed samples:           87 | elapsed time per iteration (ms): 216.5 | learning rate: 4.110313E-05 | global batch size:     1 | lm loss: 7.959159E+00 | loss scale: 1.0 | grad norm: 0.307 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:53] iteration       88/     100 | consumed samples:           88 | elapsed time per iteration (ms): 216.1 | learning rate: 3.948018E-05 | global batch size:     1 | lm loss: 8.589872E+00 | loss scale: 1.0 | grad norm: 0.557 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:53] iteration       89/     100 | consumed samples:           89 | elapsed time per iteration (ms): 217.1 | learning rate: 3.798110E-05 | global batch size:     1 | lm loss: 7.714162E+00 | loss scale: 1.0 | grad norm: 0.549 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:53] iteration       90/     100 | consumed samples:           90 | elapsed time per iteration (ms): 216.1 | learning rate: 3.660737E-05 | global batch size:     1 | lm loss: 8.012753E+00 | loss scale: 1.0 | grad norm: 0.362 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:54] iteration       91/     100 | consumed samples:           91 | elapsed time per iteration (ms): 216.4 | learning rate: 3.536035E-05 | global batch size:     1 | lm loss: 8.124983E+00 | loss scale: 1.0 | grad norm: 0.449 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:54] iteration       92/     100 | consumed samples:           92 | elapsed time per iteration (ms): 215.3 | learning rate: 3.424127E-05 | global batch size:     1 | lm loss: 7.738118E+00 | loss scale: 1.0 | grad norm: 0.448 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:54] iteration       93/     100 | consumed samples:           93 | elapsed time per iteration (ms): 215.9 | learning rate: 3.325124E-05 | global batch size:     1 | lm loss: 7.739226E+00 | loss scale: 1.0 | grad norm: 0.442 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:54] iteration       94/     100 | consumed samples:           94 | elapsed time per iteration (ms): 215.2 | learning rate: 3.239122E-05 | global batch size:     1 | lm loss: 8.704361E+00 | loss scale: 1.0 | grad norm: 0.688 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:55] iteration       95/     100 | consumed samples:           95 | elapsed time per iteration (ms): 215.4 | learning rate: 3.166208E-05 | global batch size:     1 | lm loss: 8.041802E+00 | loss scale: 1.0 | grad norm: 0.342 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:55] iteration       96/     100 | consumed samples:           96 | elapsed time per iteration (ms): 214.2 | learning rate: 3.106452E-05 | global batch size:     1 | lm loss: 8.536373E+00 | loss scale: 1.0 | grad norm: 0.654 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:55] iteration       97/     100 | consumed samples:           97 | elapsed time per iteration (ms): 216.5 | learning rate: 3.059913E-05 | global batch size:     1 | lm loss: 8.189547E+00 | loss scale: 1.0 | grad norm: 0.423 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:55] iteration       98/     100 | consumed samples:           98 | elapsed time per iteration (ms): 215.5 | learning rate: 3.026639E-05 | global batch size:     1 | lm loss: 8.358731E+00 | loss scale: 1.0 | grad norm: 0.442 | number of skipped iterations:   0 | number of nan iterations:   0 |
