 [2026-03-31 21:50:24] iteration        1/     100 | consumed samples:            1 | elapsed time per iteration (ms): 1549.1 | learning rate: 2.999334E-04 | global batch size:     1 | lm loss: 1.213301E+01 | loss scale: 1.0 | grad norm: 18.274 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       41/     100 | consumed samples:           41 | elapsed time per iteration (ms): 183.5 | learning rate: 2.026638E-04 | global batch size:     1 | lm loss: 8.166945E+00 | loss scale: 1.0 | grad norm: 0.407 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       42/     100 | consumed samples:           42 | elapsed time per iteration (ms): 177.8 | learning rate: 1.985731E-04 | global batch size:     1 | lm loss: 8.053921E+00 | loss scale: 1.0 | grad norm: 0.687 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       43/     100 | consumed samples:           43 | elapsed time per iteration (ms): 177.1 | learning rate: 1.944493E-04 | global batch size:     1 | lm loss: 8.123854E+00 | loss scale: 1.0 | grad norm: 0.379 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       44/     100 | consumed samples:           44 | elapsed time per iteration (ms): 177.7 | learning rate: 1.902965E-04 | global batch size:     1 | lm loss: 8.312853E+00 | loss scale: 1.0 | grad norm: 0.506 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       45/     100 | consumed samples:           45 | elapsed time per iteration (ms): 176.9 | learning rate: 1.861186E-04 | global batch size:     1 | lm loss: 7.986153E+00 | loss scale: 1.0 | grad norm: 0.658 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:32] iteration       46/     100 | consumed samples:           46 | elapsed time per iteration (ms): 176.8 | learning rate: 1.819200E-04 | global batch size:     1 | lm loss: 1.025607E+01 | loss scale: 1.0 | grad norm: 0.783 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       47/     100 | consumed samples:           47 | elapsed time per iteration (ms): 176.6 | learning rate: 1.777046E-04 | global batch size:     1 | lm loss: 7.921784E+00 | loss scale: 1.0 | grad norm: 0.554 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       48/     100 | consumed samples:           48 | elapsed time per iteration (ms): 175.5 | learning rate: 1.734767E-04 | global batch size:     1 | lm loss: 7.885117E+00 | loss scale: 1.0 | grad norm: 0.597 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       49/     100 | consumed samples:           49 | elapsed time per iteration (ms): 175.6 | learning rate: 1.692404E-04 | global batch size:     1 | lm loss: 7.930309E+00 | loss scale: 1.0 | grad norm: 0.460 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       50/     100 | consumed samples:           50 | elapsed time per iteration (ms): 175.6 | learning rate: 1.650000E-04 | global batch size:     1 | lm loss: 8.058840E+00 | loss scale: 1.0 | grad norm: 0.614 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       51/     100 | consumed samples:           51 | elapsed time per iteration (ms): 175.2 | learning rate: 1.607595E-04 | global batch size:     1 | lm loss: 7.932327E+00 | loss scale: 1.0 | grad norm: 0.422 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:33] iteration       52/     100 | consumed samples:           52 | elapsed time per iteration (ms): 175.9 | learning rate: 1.565233E-04 | global batch size:     1 | lm loss: 7.769008E+00 | loss scale: 1.0 | grad norm: 0.635 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:34] iteration       53/     100 | consumed samples:           53 | elapsed time per iteration (ms): 176.4 | learning rate: 1.522954E-04 | global batch size:     1 | lm loss: 7.735097E+00 | loss scale: 1.0 | grad norm: 0.538 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:34] iteration       54/     100 | consumed samples:           54 | elapsed time per iteration (ms): 177.7 | learning rate: 1.480800E-04 | global batch size:     1 | lm loss: 8.653803E+00 | loss scale: 1.0 | grad norm: 0.514 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:34] iteration       55/     100 | consumed samples:           55 | elapsed time per iteration (ms): 178.1 | learning rate: 1.438813E-04 | global batch size:     1 | lm loss: 8.931595E+00 | loss scale: 1.0 | grad norm: 0.680 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:34] iteration       56/     100 | consumed samples:           56 | elapsed time per iteration (ms): 188.2 | learning rate: 1.397035E-04 | global batch size:     1 | lm loss: 8.292261E+00 | loss scale: 1.0 | grad norm: 0.522 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:34] iteration       57/     100 | consumed samples:           57 | elapsed time per iteration (ms): 187.6 | learning rate: 1.355507E-04 | global batch size:     1 | lm loss: 8.413811E+00 | loss scale: 1.0 | grad norm: 0.590 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       58/     100 | consumed samples:           58 | elapsed time per iteration (ms): 178.5 | learning rate: 1.314269E-04 | global batch size:     1 | lm loss: 9.086779E+00 | loss scale: 1.0 | grad norm: 0.816 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       59/     100 | consumed samples:           59 | elapsed time per iteration (ms): 181.3 | learning rate: 1.273362E-04 | global batch size:     1 | lm loss: 8.378586E+00 | loss scale: 1.0 | grad norm: 0.565 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       60/     100 | consumed samples:           60 | elapsed time per iteration (ms): 179.4 | learning rate: 1.232827E-04 | global batch size:     1 | lm loss: 8.102968E+00 | loss scale: 1.0 | grad norm: 0.393 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       61/     100 | consumed samples:           61 | elapsed time per iteration (ms): 180.4 | learning rate: 1.192704E-04 | global batch size:     1 | lm loss: 7.883455E+00 | loss scale: 1.0 | grad norm: 0.419 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       62/     100 | consumed samples:           62 | elapsed time per iteration (ms): 179.2 | learning rate: 1.153032E-04 | global batch size:     1 | lm loss: 7.987121E+00 | loss scale: 1.0 | grad norm: 0.418 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:35] iteration       63/     100 | consumed samples:           63 | elapsed time per iteration (ms): 182.8 | learning rate: 1.113850E-04 | global batch size:     1 | lm loss: 8.180555E+00 | loss scale: 1.0 | grad norm: 0.464 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       64/     100 | consumed samples:           64 | elapsed time per iteration (ms): 181.1 | learning rate: 1.075198E-04 | global batch size:     1 | lm loss: 7.890303E+00 | loss scale: 1.0 | grad norm: 0.536 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       65/     100 | consumed samples:           65 | elapsed time per iteration (ms): 185.5 | learning rate: 1.037113E-04 | global batch size:     1 | lm loss: 7.794145E+00 | loss scale: 1.0 | grad norm: 0.405 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       66/     100 | consumed samples:           66 | elapsed time per iteration (ms): 179.1 | learning rate: 9.996325E-05 | global batch size:     1 | lm loss: 8.712288E+00 | loss scale: 1.0 | grad norm: 0.730 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       67/     100 | consumed samples:           67 | elapsed time per iteration (ms): 177.5 | learning rate: 9.627941E-05 | global batch size:     1 | lm loss: 9.419445E+00 | loss scale: 1.0 | grad norm: 0.692 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:36] iteration       68/     100 | consumed samples:           68 | elapsed time per iteration (ms): 178.0 | learning rate: 9.266338E-05 | global batch size:     1 | lm loss: 8.031652E+00 | loss scale: 1.0 | grad norm: 0.360 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       69/     100 | consumed samples:           69 | elapsed time per iteration (ms): 185.1 | learning rate: 8.911874E-05 | global batch size:     1 | lm loss: 7.707422E+00 | loss scale: 1.0 | grad norm: 0.542 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       70/     100 | consumed samples:           70 | elapsed time per iteration (ms): 179.1 | learning rate: 8.564899E-05 | global batch size:     1 | lm loss: 8.197654E+00 | loss scale: 1.0 | grad norm: 0.499 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       71/     100 | consumed samples:           71 | elapsed time per iteration (ms): 181.1 | learning rate: 8.225755E-05 | global batch size:     1 | lm loss: 8.064590E+00 | loss scale: 1.0 | grad norm: 0.382 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       72/     100 | consumed samples:           72 | elapsed time per iteration (ms): 178.5 | learning rate: 7.894776E-05 | global batch size:     1 | lm loss: 7.752245E+00 | loss scale: 1.0 | grad norm: 0.525 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       73/     100 | consumed samples:           73 | elapsed time per iteration (ms): 177.1 | learning rate: 7.572290E-05 | global batch size:     1 | lm loss: 8.139183E+00 | loss scale: 1.0 | grad norm: 0.432 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:37] iteration       74/     100 | consumed samples:           74 | elapsed time per iteration (ms): 180.5 | learning rate: 7.258614E-05 | global batch size:     1 | lm loss: 8.130253E+00 | loss scale: 1.0 | grad norm: 0.368 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       75/     100 | consumed samples:           75 | elapsed time per iteration (ms): 177.7 | learning rate: 6.954058E-05 | global batch size:     1 | lm loss: 8.375780E+00 | loss scale: 1.0 | grad norm: 0.479 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       76/     100 | consumed samples:           76 | elapsed time per iteration (ms): 179.0 | learning rate: 6.658924E-05 | global batch size:     1 | lm loss: 7.988599E+00 | loss scale: 1.0 | grad norm: 0.462 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       77/     100 | consumed samples:           77 | elapsed time per iteration (ms): 179.0 | learning rate: 6.373500E-05 | global batch size:     1 | lm loss: 7.923038E+00 | loss scale: 1.0 | grad norm: 0.407 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       78/     100 | consumed samples:           78 | elapsed time per iteration (ms): 178.0 | learning rate: 6.098071E-05 | global batch size:     1 | lm loss: 8.676354E+00 | loss scale: 1.0 | grad norm: 0.454 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:38] iteration       79/     100 | consumed samples:           79 | elapsed time per iteration (ms): 182.8 | learning rate: 5.832907E-05 | global batch size:     1 | lm loss: 7.991553E+00 | loss scale: 1.0 | grad norm: 0.432 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       80/     100 | consumed samples:           80 | elapsed time per iteration (ms): 178.3 | learning rate: 5.578270E-05 | global batch size:     1 | lm loss: 8.040811E+00 | loss scale: 1.0 | grad norm: 0.384 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       81/     100 | consumed samples:           81 | elapsed time per iteration (ms): 180.9 | learning rate: 5.334412E-05 | global batch size:     1 | lm loss: 7.713078E+00 | loss scale: 1.0 | grad norm: 0.660 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       82/     100 | consumed samples:           82 | elapsed time per iteration (ms): 176.9 | learning rate: 5.101573E-05 | global batch size:     1 | lm loss: 8.091900E+00 | loss scale: 1.0 | grad norm: 0.517 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       83/     100 | consumed samples:           83 | elapsed time per iteration (ms): 177.4 | learning rate: 4.879983E-05 | global batch size:     1 | lm loss: 8.007350E+00 | loss scale: 1.0 | grad norm: 0.430 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       84/     100 | consumed samples:           84 | elapsed time per iteration (ms): 177.0 | learning rate: 4.669860E-05 | global batch size:     1 | lm loss: 8.748698E+00 | loss scale: 1.0 | grad norm: 0.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:39] iteration       85/     100 | consumed samples:           85 | elapsed time per iteration (ms): 177.0 | learning rate: 4.471412E-05 | global batch size:     1 | lm loss: 8.904287E+00 | loss scale: 1.0 | grad norm: 0.738 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       86/     100 | consumed samples:           86 | elapsed time per iteration (ms): 180.0 | learning rate: 4.284835E-05 | global batch size:     1 | lm loss: 7.983414E+00 | loss scale: 1.0 | grad norm: 0.327 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       87/     100 | consumed samples:           87 | elapsed time per iteration (ms): 184.5 | learning rate: 4.110313E-05 | global batch size:     1 | lm loss: 7.954955E+00 | loss scale: 1.0 | grad norm: 0.315 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       88/     100 | consumed samples:           88 | elapsed time per iteration (ms): 181.4 | learning rate: 3.948018E-05 | global batch size:     1 | lm loss: 8.586628E+00 | loss scale: 1.0 | grad norm: 0.560 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       89/     100 | consumed samples:           89 | elapsed time per iteration (ms): 176.8 | learning rate: 3.798110E-05 | global batch size:     1 | lm loss: 7.709235E+00 | loss scale: 1.0 | grad norm: 0.578 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:40] iteration       90/     100 | consumed samples:           90 | elapsed time per iteration (ms): 177.2 | learning rate: 3.660737E-05 | global batch size:     1 | lm loss: 8.006789E+00 | loss scale: 1.0 | grad norm: 0.368 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       91/     100 | consumed samples:           91 | elapsed time per iteration (ms): 176.5 | learning rate: 3.536035E-05 | global batch size:     1 | lm loss: 8.119011E+00 | loss scale: 1.0 | grad norm: 0.448 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       92/     100 | consumed samples:           92 | elapsed time per iteration (ms): 176.8 | learning rate: 3.424127E-05 | global batch size:     1 | lm loss: 7.731737E+00 | loss scale: 1.0 | grad norm: 0.463 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       93/     100 | consumed samples:           93 | elapsed time per iteration (ms): 176.7 | learning rate: 3.325124E-05 | global batch size:     1 | lm loss: 7.734124E+00 | loss scale: 1.0 | grad norm: 0.447 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       94/     100 | consumed samples:           94 | elapsed time per iteration (ms): 177.3 | learning rate: 3.239122E-05 | global batch size:     1 | lm loss: 8.699124E+00 | loss scale: 1.0 | grad norm: 0.691 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       95/     100 | consumed samples:           95 | elapsed time per iteration (ms): 176.6 | learning rate: 3.166208E-05 | global batch size:     1 | lm loss: 8.036596E+00 | loss scale: 1.0 | grad norm: 0.354 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:41] iteration       96/     100 | consumed samples:           96 | elapsed time per iteration (ms): 177.4 | learning rate: 3.106452E-05 | global batch size:     1 | lm loss: 8.529840E+00 | loss scale: 1.0 | grad norm: 0.655 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       97/     100 | consumed samples:           97 | elapsed time per iteration (ms): 178.9 | learning rate: 3.059913E-05 | global batch size:     1 | lm loss: 8.184498E+00 | loss scale: 1.0 | grad norm: 0.434 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 21:50:42] iteration       98/     100 | consumed samples:           98 | elapsed time per iteration (ms): 177.3 | learning rate: 3.026639E-05 | global batch size:     1 | lm loss: 8.352741E+00 | loss scale: 1.0 | grad norm: 0.445 | number of skipped iterations:   0 | number of nan iterations:   0 |
